hospital_name,ownership,specialty,approx_beds,emergency_24x7,accreditation,address,state,district,latitude,longitude
Sri Vinayaka Hospital,Private,Multispecialty / General,,0.0,0.0,"#1222, 80, Feet Road, Chandra Layout",Karnataka,Bengaluru Urban,12.9591598,77.5237398
Susheel Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 1869, 5Th Main, 13Th Cross, R.P.C. Lay Out, Vijayanagar",Karnataka,Bengaluru Urban,12.9756589,77.539975
Tanmay Hospital,Private,Multispecialty / General,,0.0,0.0,"66 B/7, Pipe Line Road, Vijayanagara",Karnataka,Bengaluru Urban,13.0336074,77.5388209
Vaidyam Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 851/D , 5Th Block , Rajajinagar , 60Th Cross",Karnataka,Bengaluru Urban,12.98471,77.5508027
Vidhya Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"47/E, 15Th Main Mc Road Vijayanagar",Karnataka,Bengaluru Urban,12.9713363,77.5355137
Vijayanagar Global Hospital,Private,Multispecialty / General,,0.0,0.0,"No 46, 17Th Cross, Near Main Bus Stand, M C Road Vijayanagar",Karnataka,Bengaluru Urban,12.983828,77.6781997
Bacc Healthcare Pvt Ltd.,Private,Multispecialty / General,,0.0,0.0,"3 909,47Th Cross,9Th Main, , 5Th Block,Jayanagar",Karnataka,Bengaluru Urban,12.9208296,77.5836785
Dr Kamini Rao Hospital(A Unit Of Bacc Health Care Pvt Ltd),Trust / Charitable,Multispecialty / General,,0.0,0.0,"909, 47Th Cross, 9Thmain, 5Th Block, Opposite Adarshapalace Apts And Near Raghavendra Matha, Jayanagar",Karnataka,Bengaluru Urban,12.9250074,77.5938028
Jayanagar Orthopaedic Centre,Private,Ortho / Trauma,,0.0,0.0,"24/1-1, 14Th Main, 4Th Block East Jayanagar",Karnataka,Bengaluru Urban,12.9204241,77.587104
Pulse Diagnostics and Specialist Care Centre,Private,Multispecialty / General,,0.0,0.0,"12/D, 9Th A Main, 5Th Block, 100 Feet Ring Road, Jayanagar",Karnataka,Bengaluru Urban,12.9188999,77.6053065
Reddy Orthopaedic and General Nursing Home,Private,Ortho / Trauma,,0.0,0.0,"No. 1590 East End Main Road, 39Th Cross, 9Th Block, Jayanagar",Karnataka,Bengaluru Urban,12.9250074,77.5938028
Sagar Apollo Hospital,Private,Multispecialty / General,,0.0,0.0,"44/54, 30Th Cross, Tilak Nagar",Karnataka,Bengaluru Urban,12.927865,77.599591
Sri Jayadeva Institute Of Cardiology,Private,Cardiac,,0.0,0.0,"Jayanagar 9Th Block, B.G. Road, Banglore",Karnataka,Bengaluru Urban,12.9204609,77.5920295
Sri Krishna Sevashrama Hospital,Trust / Charitable,Multispecialty / General,,0.0,0.0,"523, 10Th Main, 45 Cross 5Th Block, Jaya Nagar",Karnataka,Bengaluru Urban,12.9172801,77.5850057
Sunayana Eye Clinic,Private,Eye / Ophthalmology,,0.0,0.0,"No 1156, 26Th Main Road, 4Th T Block Jayanagar",Karnataka,Bengaluru Urban,12.9255982,77.593679
Tirumalai Eye Clinic And Surgical Centre,Private,Eye / Ophthalmology,,0.0,0.0,"320/B, 9Th Main 5Th Block, Jayanagar Jayanagar",Karnataka,Bengaluru Urban,12.9206537,77.5837995
Lakeside Medical Center And Hospital,Private,Multispecialty / General,,0.0,0.0,"# 33/4, Meanee Avenue Road, Near Ulsoor Lake",Karnataka,Bengaluru Urban,12.9864397,77.6197261
Nikad Ortho Centre,Private,Ortho / Trauma,,0.0,0.0,"No.1 Haudin Road, Off Ulsoor Road",Karnataka,Bengaluru Urban,12.9761636,77.618759
Sagar Hospital,Private,Multispecialty / General,,0.0,0.0,"Tilaknagar, Jayanagar, 4Th Block,  South",Karnataka,Bengaluru Urban,12.9254199,77.591849
Sai Jyothi Netra Seva,Trust / Charitable,Multispecialty / General,,0.0,0.0,"11, Ulsoor Tank Road Ulsoor Lake",Karnataka,Bengaluru Urban,12.9848386,77.6184733
Asha Nursing Home,Private,Multispecialty / General,,0.0,0.0,Ranamurthy Nagar Main Road Banaswadi,Karnataka,Bengaluru Urban,13.0136121,77.650656
Dr. Sailaja's Super Speciality Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"No.21,22,1St Floor,Horamavu Main Road",Karnataka,Bengaluru Urban,12.9950154,77.5979189
Good Shepherd Hospital,Private,Multispecialty / General,,0.0,0.0,"#1,9 Cross 9 Main Hennur Cross, Kalyan Nagar Post",Karnataka,Bengaluru Urban,13.0252077,77.6345703
Lokhande S Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 3Ac 902, 3Road A Cross, 1St Block,9Th A Main, Kalyannagar",Karnataka,Bengaluru Urban,13.0189917,77.6478568
Nmpc Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 66, 9Th Main , Horamavu Post Horamavu Main Road Banaswadi",Karnataka,Bengaluru Urban,13.0237678,77.6550583
Parimala Health Care Services,Private,Multispecialty / General,,0.0,0.0,"Bilekahalli, Bg Road , Near Iimb",Karnataka,Bengaluru Urban,12.8960835,77.5997424
Pranav Hospital,Private,Multispecialty / General,,0.0,0.0,"217, 9Th A Main Kalyan Nagar Hrbr Layout Banaswadi",Karnataka,Bengaluru Urban,13.0174438,77.6478042
Sakaria Healthcare Pvt. Ltd.,Private,Multispecialty / General,,0.0,0.0,"#797, 10Th Main, 1St Stage, 3Rd Block, Hbr Layout, Kalyan Nagar Post, Near Hbr Layout-Bda",Karnataka,Bengaluru Urban,13.0377347,77.6288279
Shivam Vishwa Specality Hospital,Private,Multispecialty / General,,0.0,0.0,"201, 2 Cross Road Hbr Second Block Hbr",Karnataka,Bengaluru Urban,13.026291,77.6313857
Sri Sai Hospital,Private,Multispecialty / General,,0.0,0.0,"#978, 18Th Cross,14Th Main, 5Th Block, 1St Stage,H.B.R.Layout",Karnataka,Bengaluru Urban,12.9055988,77.5596236
Srinivasa Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"No.60, Near Banaswadi Bus Stop, Banaswadi Main Road",Karnataka,Bengaluru Urban,13.0150502,77.6511606
Al- Habeeb Hospital,Private,Multispecialty / General,,0.0,0.0,"5, Arabic College Main Road, Banglore",Karnataka,Bengaluru Urban,13.012684,77.616496
J M J Hospital,Private,Multispecialty / General,,0.0,0.0,Nagarwara,Karnataka,Bengaluru Urban,12.9921542,77.6001477
Mediscon Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No.9,Pillanna Garden 3Rd Stage",Karnataka,Bengaluru Urban,13.0100273,77.6185286
Mediscope Hospital,Private,Multispecialty / General,,0.0,0.0,"11, Pillanna Garden 3Rd Stage (Tanery Road) Kadugondanahalli",Karnataka,Bengaluru Urban,13.0055118,77.612314
Alisa Eye Clinic and Daycare Microsurgical Centre,Private,Eye / Ophthalmology,,0.0,0.0,"#6/3,Cambell Road,Next To St.Philomena`S Hospital Austin Town",Karnataka,Bengaluru Urban,30.267153,-97.7430608
Austin Town Meternity Hospital,Private,Multispecialty / General,,0.0,0.0,"Near Austin Town Bus Stop,  South",Karnataka,Bengaluru Urban,30.4505663,-97.6669009
Get Well Hospital,Private,Multispecialty / General,,0.0,0.0,"#20, 7Th Cross Rosegarden, Neelasandra",Karnataka,Bengaluru Urban,12.9550291,77.6142102
St. Philomenas Hospital - Bangalore,Private,Multispecialty / General,,0.0,0.0,"No. 4, Mother Theresa Road, Campbell Road",Karnataka,Bengaluru Urban,12.9644017,77.6069122
Geetha Hospital,Private,Multispecialty / General,,0.0,0.0,Avalahalli Virgonagar Old Madras Road Bangaror,Karnataka,Bengaluru Urban,13.0260188,77.720429
S.N. Hospital,Private,Multispecialty / General,,0.0,0.0,"Avalahalli, Virgonagar P.O.",Karnataka,Bengaluru Urban,13.036048,77.735852
Cosmo Multispeciality Hospital,Private,Multispecialty / General,,0.0,0.0,"65, 1St Cross, Kalidasa Layout, Kalidasa Circle, Srinagar",Karnataka,Bengaluru Urban,25.9384228,87.4033964
Dr. Natesh E.N.T and Surgical Care Centre,Private,Multispecialty / General,,0.0,0.0,"#8/45, 80 Feet Road, ,S.B.M. Colony,Banashankari 1 St Stage",Karnataka,Bengaluru Urban,12.9390172,77.5528742
Karthik Netralaya Institute Of Opthalmology Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"#89, 7Th Cross N R Colony, Ashok Nagar",Karnataka,Bengaluru Urban,12.9813958,77.5264159
Sannidhi Speciality Center,Private,Multispecialty / General,,0.0,0.0,"237/37, 10Th Main Nagendra Block Srinagar",Karnataka,Bengaluru Urban,12.9440808,77.5547283
Sunetra Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"No 519/34, 2Nd Cross 10Th Main, Bsk 1St Stage Banashankari",Karnataka,Bengaluru Urban,12.93921,77.5626634
Trinetraalaya Eye Care and Surgical Centre,Private,Eye / Ophthalmology,,0.0,0.0,"No-22/2, 13Th Main, Banashankari,1St Stage, 3Rdblock, Shrinagar",Karnataka,Bengaluru Urban,12.9444533,77.5537803
Vinayaka Hospital,Private,Multispecialty / General,,0.0,0.0,"#110, 1St Main Sbm Colony, Bsk 1St Stage, Hanumanthanagar",Karnataka,Bengaluru Urban,13.0296311,77.5911303
Narayana Hrudayalaya Csi Hospital,Private,Multispecialty / General,,0.0,0.0,"H.K.P.Road, Shivajinagar",Karnataka,Bengaluru Urban,19.7865252,74.0678281
Amar Hospital,Private,Multispecialty / General,,0.0,0.0,"7Th Cross, Rangaswamy Temple Street",Karnataka,Bengaluru Urban,12.9617715,77.5632619
Atreya Charitable Trust,Trust / Charitable,Multispecialty / General,,0.0,0.0,"816/77, Samskruti, 11Th Cross, Malleshwara, Vyalikaval",Karnataka,Bengaluru Urban,13.0018523,77.5745652
Babu Clinic and Piles Proctology Hospital,Private,Multispecialty / General,,0.0,0.0,73 74 Binny Mill Road Cottonpet Cross,Karnataka,Bengaluru Urban,12.9688855,77.5698292
Cottonpet Meternity Home,Private,Multispecialty / General,,0.0,0.0,"Adinarayana Temple Street, 7Th Cross Cotton Pet,  South",Karnataka,Bengaluru Urban,12.9644418,77.5705436
Mahesh Clinic,Private,Multispecialty / General,,0.0,0.0,202/3 Mahesh Towers R T Street,Karnataka,Bengaluru Urban,19.2105512,72.8748702
Radha Maternity and Surgical Hospital,Private,Women & Child,,0.0,0.0,"No.71, Mill Road, Cottonpet",Karnataka,Bengaluru Urban,12.9936758,77.5733436
Sreeniwasa Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 12, Park Road, Bale Peth",Karnataka,Bengaluru Urban,-32.214234,116.010362
Aradhana Netra Mandira,Trust / Charitable,Multispecialty / General,,0.0,0.0,"#67, 9Th Main, Next To Dr.Shah`S Diagnostic Centre, Hmt Main Road, Mathikere",Karnataka,Bengaluru Urban,13.0280231,77.5614553
Narayana Hrudayalaya Superspecialty Clinic and Diagnostic Center,Private,Multispecialty / General,,0.0,0.0,"43/A, 1St Floor, Bda Complex, 6Th Sector, Hsr Layout",Karnataka,Bengaluru Urban,12.9137428,77.6374282
Subbiah Hospital ( A Unit Of Shirdi Sai Hospital Pvt. Ltd. ),Trust / Charitable,Multispecialty / General,,0.0,0.0,"No. 31, M. S. Ramaiah Road, Mathikere",Karnataka,Bengaluru Urban,13.030329,77.5604111
Sumathi Nursing and Maternity Home,Trust / Charitable,Women & Child,,0.0,0.0,"#426/12, 2 Cross,Mathikere Layout,Behind Canara Bank",Karnataka,Bengaluru Urban,13.0636862,77.5833342
Chhaya Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No 47, 17Th Cross Malleswaram",Karnataka,Bengaluru Urban,13.0073411,77.5687973
Lakshmi Maternity Home,Private,Women & Child,,0.0,0.0,"No. 95 and 96, Margosa Road, 15Th Cross, Malleswaram",Karnataka,Bengaluru Urban,13.0018482,77.5697162
Manjunatha Maternity Home and Surgical Centre,Private,Women & Child,,0.0,0.0,"# 90/1, West Park Road,Between 17Th And 18Th Cross,Malleswaram",Karnataka,Bengaluru Urban,13.008767,77.5657871
Si Chhaya Multi Speciality Hospital,Private,Multispecialty / General,,0.0,0.0,"# 47, 17Th Cross, Malleshwaram",Karnataka,Bengaluru Urban,13.0073411,77.5687973
Krishna Loka Hospital,Private,Multispecialty / General,,0.0,0.0,"80Ft Road, Gnana Jyothi Nagar",Karnataka,Bengaluru Urban,12.9590613,77.5238151
Nathrushree Nethralaya,Trust / Charitable,Eye / Ophthalmology,,0.0,0.0,"818/819 16Th 'A' Main, 2Nd Cross Gokul Extension, Mathikere",Karnataka,Bengaluru Urban,13.0412034,77.5579956
Sri Rajeshwari Hospital,Private,Multispecialty / General,,0.0,0.0,"110, Mariyappanapalya, Jnanabharathi",Karnataka,Bengaluru Urban,12.9453066,77.4971113
Aasha Hospital,Private,Multispecialty / General,,0.0,0.0,"No 11/2, Magadi Main Road ,Agrahara Dasarahalli",Karnataka,Bengaluru Urban,12.98061,77.538619
Deepak Nursing Home,Private,Multispecialty / General,,0.0,0.0,"Old Widia School Stop,Hesarsghatta Main Road,Bhuvaneshwari Nagar,T. Dasarahalli",Karnataka,Bengaluru Urban,13.0542174,77.5096278
Dr Ramachandra Hospital,Private,Multispecialty / General,,0.0,0.0,"No.30 Hesaraghatta Road , T Dasarahalli",Karnataka,Bengaluru Urban,13.0965073,77.5420588
Krishna Hospital,Private,Multispecialty / General,,0.0,0.0,"#24, 2Nd Cross, Excel Kalyana Mantapa Road,Jalahalli Cross,T. Dasarahalli",Karnataka,Bengaluru Urban,13.039944,77.518339
Shree Matha Speciality Clinic For Piles and Proctolo,Trust / Charitable,Multispecialty / General,,0.0,0.0,"No. 9, 1St Floor , Near Ayyappa Temple, S.M. Road, Jalahalli West",Karnataka,Bengaluru Urban,13.0460754,77.5209231
Sri Raghavendra Hospital,Private,Multispecialty / General,,0.0,0.0,"13/4, T Dasarahalli Tumkur Road",Karnataka,Bengaluru Urban,13.0430279,77.5125327
Sri Venkateshwara Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"No. 15, Drls Plaza, 1St Floor, Nh-4, Above Andhra Bank, T. Dasarahalli",Karnataka,Bengaluru Urban,13.0506057,77.5118463
Vijaya Nursing Home,Private,Multispecialty / General,,0.0,0.0,"13/02, Mahimappa Complex, Nh-4, T.Dasarahalli",Karnataka,Bengaluru Urban,13.0506057,77.5118463
Amruth Biological and Clinical Services Pvt Ltd.,Private,Multispecialty / General,,0.0,0.0,"No.19,2Nd Main Road,1St Phase, Peenya Industrial Area",Karnataka,Bengaluru Urban,12.9594745,77.560953
Panchamukhi Hospital,Private,Multispecialty / General,,0.0,0.0,1St Main 2Nd Stage Peenya,Karnataka,Bengaluru Urban,13.0314031,77.5291865
Ravi Kirlosker Memorial Hospital,Private,Multispecialty / General,,0.0,0.0,"19, 2Nd Main Road, 1St Phase Peenya Industrial Area",Karnataka,Bengaluru Urban,13.0087538,77.5263961
Sai Baba Hospital,Private,Multispecialty / General,,0.0,0.0,"No.12, Laggere Main Road, Laggere, Bengaluru",Karnataka,Bengaluru Urban,13.0152952,77.5203623
Sri Venkateshwara Hospital,Private,Multispecialty / General,,0.0,0.0,"I Main Road, ,Peenya Ii Stage",Karnataka,Bengaluru Urban,13.0576513,77.5967615
Chinmayi Hospital,Private,Multispecialty / General,,0.0,0.0,"34, Brindavan Layout Subramanyapura Main Road",Karnataka,Bengaluru Urban,12.9120093,77.5583998
Mallige Medical Centre,Private,Multispecialty / General,,0.0,0.0,"No.31, Crescent Road, High Grounds",Karnataka,Bengaluru Urban,12.9890609,77.5820957
Nagarathna Hospital,Private,Multispecialty / General,,0.0,0.0,"Srinivasa Complex,No.4,1St Floor,Off Uttarahalli Subramanyapura Main Road",Karnataka,Bengaluru Urban,12.9057641,77.5428665
Saranalaya Hospital,Private,Multispecialty / General,,0.0,0.0,"Near Bagalur Cross Signal,International Airport Main Road,Yelahanka",Karnataka,Bengaluru Urban,13.1004849,77.5940134
Akshaya Nursing Home,Private,Multispecialty / General,,0.0,0.0,"# 33/34,2Nd Stage,Balaji Avenue, Attur Main Road, Yelahanka New Town",Karnataka,Bengaluru Urban,13.1026716,77.5668889
Chaitanya Medical Centre Maternity and Surgical Care,Private,Women & Child,,0.0,0.0,"Khb Satellite Town, A Sector, Yelahanka",Karnataka,Bengaluru Urban,13.0931058,77.5861201
Girish Eye and Children Clinic,Private,Eye / Ophthalmology,,0.0,0.0,"793, 8Th `A` Cross, `A` Sector, Yelahanka New Town",Karnataka,Bengaluru Urban,13.1002784,77.580947
Govt Hospital,Public,Multispecialty / General,,0.0,0.0,"Yelahanka,  Urban, , B.N",Karnataka,Bengaluru Urban,13.1004849,77.5940134
Kamal Maternity and Surgical Nursing Home,Private,Women & Child,,0.0,0.0,"# 29, 1St Main, Sharad Nagar, Behind Yelahanka New Town",Karnataka,Bengaluru Urban,13.0948638,77.5772344
Kk Hospital,Private,Multispecialty / General,,0.0,0.0,"No: 9, A1, A2 Opp: Mec School, A-Sector Yelahanka",Karnataka,Bengaluru Urban,13.1004849,77.5940134
Neha Prakash Hospital,Private,Multispecialty / General,,0.0,0.0,"8, 6Th Main Road 5Th Phase, Yelahanka New Town",Karnataka,Bengaluru Urban,13.1077823,77.5716915
New City Hospital,Private,Multispecialty / General,,0.0,0.0,"No.2558, Hig,16Th Bcross, Yelahanka New Town",Karnataka,Bengaluru Urban,13.0992667,77.5817948
Prasad Hospital,Private,Multispecialty / General,,0.0,0.0,"2069/2074, 16Th B Cross, (Near Mother Dairy Cross), Yelahanka New Town",Karnataka,Bengaluru Urban,13.1042445,77.5713193
Railways Hospital,Public,Multispecialty / General,,0.0,0.0,Yelahanka,Karnataka,Bengaluru Urban,13.1008405,77.5945732
Rajankunte Hospital,Private,Multispecialty / General,,0.0,0.0,Tirumala Doddaballapur Road Opp Rajakunte Police Station,Karnataka,Bengaluru Urban,13.6781837,79.352188
Rangalakshmi Netralaya,Private,Multispecialty / General,,0.0,0.0,"No 2054,13 Th Main 3 Rd Phase , Mother Diary Cross, Yelahanka New Town",Karnataka,Bengaluru Urban,13.1042445,77.5713193
"S B Medical Centre,",Private,Multispecialty / General,,0.0,0.0,"No.2558 4Th Main 16Th Cross Road , Newtown Yelahanka",Karnataka,Bengaluru Urban,13.0997431,77.57463
Sankalpa E.N.T Care Centre,Private,Multispecialty / General,,0.0,0.0,"No.762, 7Th `A`Main, `A`Asector, Yelahanka New Town",Karnataka,Bengaluru Urban,13.0964406,77.5792259
Saraswathi Poly Clinic,Private,Multispecialty / General,,0.0,0.0,"Hospital Road, Yelahanka",Karnataka,Bengaluru Urban,13.1001803,77.5958446
Shushrusha Nursing Home,Private,Multispecialty / General,,0.0,0.0,Bb Road Yelahanka,Karnataka,Bengaluru Urban,13.047854,77.636016
Sri Maruthi Hospital,Private,Multispecialty / General,,0.0,0.0,"50, Kondappa Garden, Kogilu Road, Maruthi Nagar Yelahanka",Karnataka,Bengaluru Urban,13.1040221,77.6073011
Pushpa Nursing Home,Private,Multispecialty / General,,0.0,0.0,"284, Main Road, Whitefield",Karnataka,Bengaluru Urban,35.2493485,-95.2377067
Anyuta Hospital,Private,Multispecialty / General,,0.0,0.0,"#73, Kanakapura Road, Ioc Petrol Bunk Complex, Banashankari",Karnataka,Bengaluru Urban,12.9254533,77.546757
Banashankari Referal Hospital,Private,Multispecialty / General,,0.0,0.0,"17Th, Main,27Th Cross, Banashankari 2Nd Stage,  South",Karnataka,Bengaluru Urban,12.907814,77.6413392
Bangalore Nethralaya,Private,Eye / Ophthalmology,,0.0,0.0,"# 945, 21St Main, Banashankari, 2Nd Stage, Near B.D.A Complex",Karnataka,Bengaluru Urban,12.9251789,77.564693
Bkf Chande Nephro Urology Centre Nurtrust,Trust / Charitable,Renal / Uro,,0.0,0.0,"Ca 6, 15Th Main 11Th Cross, Padmanabha Nagar",Karnataka,Bengaluru Urban,12.917938,77.555796
D.G. Hospital,Private,Multispecialty / General,,0.0,0.0,"274 / 275, M K Puttalingaiah Road, Padmanabhanagar, Padmanabhanagar",Karnataka,Bengaluru Urban,12.917936,77.5578222
Dr. Vidyananda's Surgery and Dia Centre,Private,Multispecialty / General,,0.0,0.0,"2269, 22Nd Cross K R Road, K.R.Road",Karnataka,Bengaluru Urban,12.9241963,77.5731766
Excel Care Hospital,Private,Multispecialty / General,,0.0,0.0,"#3/2, 27Th Cross, Banashankari 2Nd Stage,Near Brigade Software Park",Karnataka,Bengaluru Urban,12.9309404,77.5837177
Hillside Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 113, 4Th Cross, R. K. Layout, Padmanabhanagar",Karnataka,Bengaluru Urban,12.9199035,77.5604755
Maharaja Agrasen Hospital,Private,Multispecialty / General,,0.0,0.0,"15Th Main, 17Th Cross Padmanabhanagar",Karnataka,Bengaluru Urban,12.9161312,77.5548261
Netra Enterprises Prabhu Eye Clinic and Research Center,Private,Eye / Ophthalmology,,0.0,0.0,"504, 40Th Cross Road, Jayanagar 8Th Block 8Th Block",Karnataka,Bengaluru Urban,12.919731,77.575085
Prema Nursing Home,Private,Multispecialty / General,,0.0,0.0,"7/32, 47Th Cross, Ist Main Road , , 8Th Block , Jayanagar",Karnataka,Bengaluru Urban,12.9161929,77.5774844
Saraswathi Hospital,Private,Multispecialty / General,,0.0,0.0,"# 39, 17Thc Cross, 8Thb Main, Banashankari Ii Stage",Karnataka,Bengaluru Urban,12.9248711,77.5662406
Sevakshetra Hospital,Trust / Charitable,Multispecialty / General,,0.0,0.0,"B 70, 27Th Cross Banashankari 2Nd Stage Banashankari",Karnataka,Bengaluru Urban,12.9217594,77.5706784
Sri Vivekananda Sevashrama,Trust / Charitable,Multispecialty / General,,0.0,0.0,"No. 39, 8Th B Main Raod, Bsk 2Nd Stage",Karnataka,Bengaluru Urban,12.9291952,77.5684901
Sridevi Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No. 726, 23Rd Cross,B.S.K. Ii Stage",Karnataka,Bengaluru Urban,12.9235397,77.5730617
Yogananda Medical and Research Centre,Private,Multispecialty / General,,0.0,0.0,"No. 277, M.K. Puttalingaiah Road, Padmanabha Nagar",Karnataka,Bengaluru Urban,12.920373,77.559733
Ayurvaid Hospital,Private,Multispecialty / General,,0.0,0.0,"No 230, Amarjyothi Layout Domlur",Karnataka,Bengaluru Urban,12.9552245,77.6428066
Vital Medi Health Care Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"270, 3Rd Cross, Domlur 2Nd Stage",Karnataka,Bengaluru Urban,12.9263368,77.5840064
Bharghavi Reddy Women and Children Hospital,Private,Women & Child,,0.0,0.0,"#79, New Thippasandra Main Road, Hal Iii Stage, Via: Indiranagar 80Ft Road",Karnataka,Bengaluru Urban,12.9726365,77.6485734
Brinda Hospital,Private,Multispecialty / General,,0.0,0.0,"No.4, 5Th Block,2Nd Stage Nagarabhavi",Karnataka,Bengaluru Urban,12.978512,77.5108822
Deepashri Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 86, 2Nd Main,16Th D Cross,Malagala,Inner Ring Road,Underpass, Nagarabhavi 2Nd Stag",Karnataka,Bengaluru Urban,12.9745975,77.5129877
Dhanush Hospital,Private,Multispecialty / General,,0.0,0.0,"#63, 2Nd Main, Byraveshwara Nagar,2Nd Main , Nagarbhavi Main Road",Karnataka,Bengaluru Urban,12.980664,77.5306031
Panacea Hospital Nagarbhavi ( A Unit Of Pan Nagarbhavi Hospital Pvt.Ltd.) - Bangalore,Private,Multispecialty / General,,0.0,0.0,"#611, 612, Nagarbhavi Main Road, 2Nd Stage, Vinayaka Layout Near Nagarbhavi Circle",Karnataka,Bengaluru Urban,12.9650486,77.5168536
Scan Point Diagnostics,Private,Multispecialty / General,,0.0,0.0,"40, 1St Floor, Bda Complex",Karnataka,Bengaluru Urban,23.223396,77.4334193
Shridevi Hospital,Private,Multispecialty / General,,0.0,0.0,"No-14, Maruthi Nagar, Nagarabhavi Main Road",Karnataka,Bengaluru Urban,12.9590918,77.5192061
Sri Maruthi Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 14, Maruthi Nagar Nagarabhavi Main Road",Karnataka,Bengaluru Urban,12.9590918,77.5192061
Sumati Hospital,Private,Multispecialty / General,,0.0,0.0,"38,4Th Main. N.S. Palya, Btm 2Nd Stage. Bannerghatta Road",Karnataka,Bengaluru Urban,12.9226602,77.6036491
Unity Lifline Hospital Pvt Ltd,Private,Multispecialty / General,,0.0,0.0,"No 193, So Feet Road, 2Nd Block 2Nd Stage",Karnataka,Bengaluru Urban,12.8388552,77.6587124
Sri Maruthi Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No. 37/8, Bagalagunte Bus Stop, Hesaraghatta Main Road",Karnataka,Bengaluru Urban,13.051161,77.5073215
Kakde Nursing Home,Private,Multispecialty / General,,0.0,0.0,"# 1034 , Church Road, New Thippasandra, Hal Iii Stage",Karnataka,Bengaluru Urban,12.9738235,77.6522191
Aditi Maternity and Genral Nursing Home,Private,Women & Child,,0.0,0.0,"No 78,Arekere Mico Layout,Bannerghatta Road Bangaloe",Karnataka,Bengaluru Urban,12.8904239,77.5972383
Anand Clinic,Private,Multispecialty / General,,0.0,0.0,"Bilekahalli, Bannerghatta Road",Karnataka,Bengaluru Urban,12.8982878,77.6002863
Divakar's Global Hospital,Private,Multispecialty / General,,0.0,0.0,"8-B, Bannerghatta Road",Karnataka,Bengaluru Urban,12.8886431,77.5972884
Gangothri Hospital,Private,Multispecialty / General,,0.0,0.0,"No.27, Kuvempunagar, B.T.M.Layout, 100 Ft. Ring Road",Karnataka,Bengaluru Urban,12.9163093,77.6137701
North Star Maternity and Nursing Home,Private,Women & Child,,0.0,0.0,"No. 4, Sarakki Industrial Estate, 3Rd Phase, J.P.Nagar, Bannerghatta Road",Karnataka,Bengaluru Urban,12.9146677,77.5998379
Sagar Hospital,Private,Multispecialty / General,,0.0,0.0,"Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari,  Banashankari",Karnataka,Bengaluru Urban,12.9254533,77.546757
Sakhi Hospital (A Unit Of Prasad Healthcare Services),Private,Multispecialty / General,,0.0,0.0,"123, 7 Th Cross Dollas Colony,Billekhalli,Off Bannerghatta Road,Btm Stage Ii",Karnataka,Bengaluru Urban,12.9054958,77.6035809
Sri Sai Ram Hospital - Bangalore,Private,Multispecialty / General,,0.0,0.0,"# 33, Bannerghatta Road (Service Road), B.T.M.Layout B.T.M. Layout 2Nd Stage",Karnataka,Bengaluru Urban,12.91509,77.6238253
Vinayaka Nethralaya,Private,Eye / Ophthalmology,,0.0,0.0,"# 68, 1St Floor, 100 Ft. Ring Road, 2Nd Stage, B.T.M. Layout",Karnataka,Bengaluru Urban,12.9864565,77.5395269
Sri Sai Nursing Home and Diagnostic Laboratory,Private,Multispecialty / General,,0.0,0.0,K.Naraynapura Main Road,Karnataka,Bengaluru Urban,13.0660282,77.6419478
Bharath Nursing Home,Private,Multispecialty / General,,0.0,0.0,"No.1402, Sarakkigote, Kanakapura Main Road",Karnataka,Bengaluru Urban,12.9128912,77.5787769
Divakars Global Hospitals,Private,Multispecialty / General,,0.0,0.0,"No 220 9Th Cross,2Nd Phase J P Nagar J P Nagar",Karnataka,Bengaluru Urban,12.9099647,77.5925166
Green City Hospital,Private,Multispecialty / General,,0.0,0.0,"#726, 17Th Cross, 6Th Phase, J.P. Nagar",Karnataka,Bengaluru Urban,12.9055516,77.578558
Oxford Hospital,Private,Multispecialty / General,,0.0,0.0,"No. 1364, 1St Stage, Sarakki Gate, Kanakapura Road, Jp Nagar",Karnataka,Bengaluru Urban,12.9073191,77.5730864
Rag HospitalandMaternity Centre,Private,Women & Child,,0.0,0.0,"1635/A,17Th Main J.P Nager",Karnataka,Bengaluru Urban,12.9126861,77.5913539
