hospital_name,ownership,specialty,approx_beds,emergency_24x7,accreditation,address,state,district,latitude,longitude
Sankalp Netralaya and Polyclinic,Private,Multispecialty / General,,0.0,0.0,"#85/1, 19th Main Hsr Layout, Sector 1",Karnataka,Bengaluru Urban,12.9187631,77.6449186
Sankara Eye Hospital,Private,Eye / Ophthalmology,,0.0,0.0,"Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road",Karnataka,Bengaluru Urban,12.9583404,77.7155779
Sapthagiri Hospital,Private,Multispecialty / General,,0.0,0.0,"# 15, Hesaraghatta Main Road",Karnataka,Bengaluru Urban,13.0730767,77.5030755
Sarojini Hospital,Private,Multispecialty / General,,0.0,0.0,"39/2, Yash Avenue, 8th Mile Circle, Nh 4, T.Dasarahalli",Karnataka,Bengaluru Urban,13.0506057,77.5118463
Sevakshetra Hospital,Private,Multispecialty / General,,0.0,0.0,"27th Cross, Sevakshetra Hospital Road, B.S.K.II Stage",Karnataka,Bengaluru Urban,12.9714646,77.5815375
Shanbhag Nursing Home,Private,Multispecialty / General,,0.0,0.0,"#6, Thimmaiah Layout, 1st Main 3rd D Cross, 3rd Stage, 2nd Block",Karnataka,Bengaluru Urban,12.9236955,77.5513525
Shree Kalabyraveswara Swamy Ayurveda Medical College And Hospital,Private,Multispecialty / General,,0.0,0.0,"No.10, Pipeline Road, RPC Layout, Vijayanagar, 2nd Stage",Karnataka,Bengaluru Urban,12.967283,77.5447472
Shri Krishna Sevashrama Hospital,Private,Multispecialty / General,,0.0,0.0,"#523, 10th Main,\n45th Cross, 5th Block, Jayanagar",Karnataka,Bengaluru Urban,12.9172801,77.5850057
Sri Sai North Side Hospital,Private,Multispecialty / General,,0.0,0.0,"8, G Block, 60 Feet Road",Karnataka,Bengaluru Urban,12.9723418,77.5147716
Sri Sai Ram Hospital,Private,Multispecialty / General,,0.0,0.0,No.6 J.C.Industrial Area,Karnataka,Bengaluru Urban,29.2660313,47.8625634
Sri Venkateshwara Hospitals,Private,Multispecialty / General,,0.0,0.0,"#86 Hosur Main Road, Madivala",Karnataka,Bengaluru Urban,12.9325662,77.6125214
St. Johns Hospital,Private,Multispecialty / General,,0.0,0.0,"St.Johs Medical College Hospital, Johnnagar",Karnataka,Bengaluru Urban,12.9288874,77.6131577
St. Martha'S Heart Center (Managed By Narayana Health),Private,Cardiac,,0.0,0.0,"Office No-05, Nrupathunga Road",Karnataka,Bengaluru Urban,12.9713221,77.5869159
St. JohnS Medical College Hospital\n,Private,Multispecialty / General,,0.0,0.0,"John nagar, Koramangala",Karnataka,Bengaluru Urban,12.9309785,77.6199608
St. Marthas Hospital,Private,Multispecialty / General,,0.0,0.0,Nrupathunga Road,Karnataka,Bengaluru Urban,12.969805,77.587251
St. PhilominaS Hospital,Private,Multispecialty / General,,0.0,0.0,"No.1, Neelasandra Road",Karnataka,Bengaluru Urban,12.9624895,77.611882
St. Theresa'S Hospital,Private,Multispecialty / General,,0.0,0.0,Rajajinagar,Karnataka,Bengaluru Urban,13.0061399,77.5537558
Suguna Hospital,Private,Multispecialty / General,,0.0,0.0,"1A/87, Dr.Rajkumar Road, 4th N Block, Rajajinagar",Karnataka,Bengaluru Urban,12.988145,77.560033
Sun Orthopaedic Hospital,Private,Ortho / Trauma,,0.0,0.0,"24, Brindaban Nagar, 80 Feet Main Road, Mathikere",Karnataka,Bengaluru Urban,13.0267169,77.6312652
The Bengaluru Hospital,Private,Multispecialty / General,,0.0,0.0,"202, Rashtriya Vidyalaya road,\nBasavanagudi",Karnataka,Bengaluru Urban,12.937683,77.580401
The Eye Foundation,Private,Eye / Ophthalmology,,0.0,0.0,"79/5, Outer Ring Road, Bellandur",Karnataka,Bengaluru Urban,12.9233078,77.672381
Trinity Hospital And  Heart Foundation,Private,Cardiac,,0.0,0.0,"Near R.V.Teachers College Circle, Basavanagudi",Karnataka,Bengaluru Urban,12.9436431,77.5799234
"Vasan Eye Care Hospital, Banaswadi",Private,Eye / Ophthalmology,,0.0,0.0,"#205-4c, 4th Cross, 3 Road Block",Karnataka,Bengaluru Urban,12.9174767,77.5460289
"Vasan Eye Care Hospital, Hsr Layout",Private,Eye / Ophthalmology,,0.0,0.0,"1127/A, 7th Sector, Near Bda Complex",Karnataka,Bengaluru Urban,12.9618305,77.6378198
"Vasan Eye Care Hospital, Jayanagar",Private,Eye / Ophthalmology,,0.0,0.0,"No.28 and  29, 7 Th Main Diagonal Road, Jayanagar",Karnataka,Bengaluru Urban,12.9290883,77.5819886
"Vasan Eye Care Hospital, Koramangala",Private,Eye / Ophthalmology,,0.0,0.0,"No.897/C, 80 Feet Road, 6th Block, Koramangala",Karnataka,Bengaluru Urban,12.9387563,77.6260423
"Vasan Eye Care Hospital, Marathalli",Private,Eye / Ophthalmology,,0.0,0.0,"No.25/5 D, Outer Ring Road, Marathalli",Karnataka,Bengaluru Urban,12.9167541,77.6111065
"Vasan Eye Care Hospital, Nagarabhavi",Private,Eye / Ophthalmology,,0.0,0.0,"No-5, 20 Th Cross, Malagala Under Pass Ring Road",Karnataka,Bengaluru Urban,12.9746047,77.514911
"Vasan Eye Care Hospital, R.T.Nagar",Private,Eye / Ophthalmology,,0.0,0.0,"No.533, 108 Bus Stop, Ganganagar",Karnataka,Bengaluru Urban,13.0150223,77.6511543
"Vasan Eye Care Hospital, Rajarajeswari Nagar",Private,Eye / Ophthalmology,,0.0,0.0,"#483, 16 Th Cross, 8 Th Main",Karnataka,Bengaluru Urban,12.9451479,77.5977548
Vijaya Ent Care Centre,Private,Multispecialty / General,,0.0,0.0,"Super Speciality Otology Centre, No.1, 9th Cross Malleshwaram",Karnataka,Bengaluru Urban,13.0000884,77.5670569
Vijayashree Hospitals,Private,Multispecialty / General,9686825522.0,0.0,0.0,"#3, Gottigere, Bannerghatta Main Road",Karnataka,Bengaluru Urban,12.8561618,77.5889291
Vinayaka Hospital,Private,Multispecialty / General,,0.0,0.0,"110, 1st Main, Sbm Colony, Bsk 1st Stage Hanumantha Nagar",Karnataka,Bengaluru Urban,13.0296311,77.5911303
Vishwabharathi Hospital Private Limited,Private,Multispecialty / General,,0.0,0.0,"No.10/4, 3rd Main Road, Hanumanthanagar",Karnataka,Bengaluru Urban,12.9247108,77.5438845
Vydehi Institute Of Medical Sciencs And  Research Center,Private,Multispecialty / General,,0.0,0.0,"#82, Epip Area, White Field",Karnataka,Bengaluru Urban,12.9722607,77.7175003
Yashomati Hospitals Pvt.Ltd.,Private,Multispecialty / General,,0.0,0.0,"# 2371 / 3, Hal Airport Varthur Road",Karnataka,Bengaluru Urban,12.9556983,77.7112837
Yellamma Dasappa Hospital,Private,Multispecialty / General,,0.0,0.0,"25, Andree Road, Shanti Nagar",Karnataka,Bengaluru Urban,12.9607569,77.594633
Zion Hospital And Research Centre Pvt.Ltd.,Private,Multispecialty / General,,0.0,0.0,"No.1, 1 Cross Rananurthy Road",Karnataka,Bengaluru Urban,13.014682,77.6702166
Ananya Hospital,Private,Cardiac,,,,"No.389/44, 19th Main, 1st Block, Rajajinagar",Karnataka,Bengaluru Urban,12.999754,77.550445
Columbia Asia Referral Hospital,Private,Cardiac,,,,"26/4, Brigade Gateway, Malleswaram West",Karnataka,Bengaluru Urban,13.0123801,77.5570553
"Kidwai Cancer Institute, Bangalore",Private,Oncology,,,,Dr.M.H Marigowda Road,Karnataka,Bengaluru Urban,12.9372107,77.6018794
BGS Global Hospitals,Private,Cardiac,,,,"67, Uttarahalli Road, Kengeri",Karnataka,Bengaluru Urban,12.9026124,77.519571
Vagus Super Speciality Hospital,Private,Cardiac,,,,"6/7/8, 4th Main, 18th Cross, Chitrashilpi Venkatappa Road, Malleshwaram",Karnataka,Bengaluru Urban,13.008767,77.5657871
Mallya Hospital,Private,Cardiac,,,,No.2 Vittal Mallya Road,Karnataka,Bengaluru Urban,12.9679749,77.595018
"Nova Specialty Surgery Center, Koramangala",Private,Oncology,,,,"Opus, 143, 1st Cross, 5th Block, Koramangala",Karnataka,Bengaluru Urban,12.9337039,77.6214323
Sri Jayadeva Institute of Cardiovascular Sciences and Research,Private,Cardiac,,,,"9th Block, Bannerghatta Road, Jayanagar",Karnataka,Bengaluru Urban,12.9168029,77.6001668
Bangalore Baptist Hospital,Private,Cardiac,,,,"Hebbal, Bellary Road",Karnataka,Bengaluru Urban,12.9715987,77.5945627
Bangalore Institute of Oncology,Private,Cardiac,,,,"No 8, P.Kalinga Rao Road, Sampangiram Nagar",Karnataka,Bengaluru Urban,12.9647552,77.5908972
Bowring and Lady Curzon Hospital,Public,Cardiac,,,,"Lady Curzon Road, Shivaji Nagar",Karnataka,Bengaluru Urban,12.9832684,77.60342
Vikram Hospital,Private,Cardiac,,,,"No.71/1, Millers Road",Karnataka,Bengaluru Urban,-37.870742,144.83787
Shekar Nethralaya,Private,Eye / Ophthalmology,,,,"3rd Phase, 633, 100 Feet Ring Road, J.P.Nagar",Karnataka,Bengaluru Urban,12.906406,77.5958928
Nethradhama Superspeciality Eye Hospital,Private,Eye / Ophthalmology,,,,"256/14, Kanakapura Main Road, 7th Block, Jayanagar",Karnataka,Bengaluru Urban,12.925255,77.577359
Hosmat Hospital,Private,Cardiac,,,,"45, Magrath Road, Off Richmond Road",Karnataka,Bengaluru Urban,12.9687069,77.6145906
Marvel hospitals and Fertility centre,Private,Cardiac,,,,"No-8 1st Main, 1st Block Koramangala",Karnataka,Bengaluru Urban,12.9266059,77.6377755
"Atreya Ayurvedic Medical College, Hospital and Research Centre",Private,Multispecialty / General,,0.0,0.0,"Kakkalli Road, Kodigehalli Post, Doddaballapur Taluk, Bengaluru Rural",Karnataka,Bengaluru Rural,13.2846993,77.6077865
V Care Hospital,Private,Multispecialty / General,,0.0,0.0,"No.29, 1st Main Road, 1st A Block",Karnataka,Bengaluru Urban,29.9947737,31.3050458
